BaseTypeID|BaseTypeName|subTypeID|subTypeName|isWeapon|levelReq|classReq|attackRate|cannotDrop|ImplicitNames|ImplicitsMin|ImplicitsMax
0|Helmets|44|Leather Mask|False|20|Rogue|1|False|ADDED,None,Armour;ADDED,None,PoisonResistance|16;0.16|16;0.32
0|Helmets|45|Outcast Hat|False|32|Rogue|1|False|ADDED,None,Armour;INCREASED,Bow,AttackSpeed;INCREASED,Throwing,AttackSpeed|27;0.05;0.05|27;0.07;0.07
0|Helmets|46|Kelthan Mask|False|38|Rogue|1|False|ADDED,None,Armour;ADDED,None,ElementalResistance|21;0.05|21;0.09
0|Helmets|47|Scalebane Grimace|False|53|Rogue|1|False|ADDED,None,Armour;ADDED,None,HealthLeech|81;0.1|81;0.2
0|Helmets|48|Exile Hat|False|65|Rogue|1|False|ADDED,None,Armour;INCREASED,Bow,Damage;INCREASED,Throwing,Damage|65;0.35;0.35|65;0.65;0.65
0|Helmets|49|Umbral Visage|False|71|Rogue|1|False|ADDED,None,Armour;ADDED,None,CriticalMultiplier|95;0.15|95;0.25
0|Helmets|50|Gorgonscale Coif|False|79|Rogue|1|False|ADDED,None,Armour;ADDED,None,IncreasedCooldownRecoverySpeed;ADDED,None,IncreasedStunChance|112;0.05;0.12|112;0.12;0.56
0|Helmets|51|Immortal Crown|False|75|Acolyte|1|False|ADDED,None,Armour;ADDED,None,IncreasedCooldownRecoverySpeed;ADDED,Minion,IncreasedCooldownRecoverySpeed|117;0.07;0.13|117;0.13;0.23
0|Helmets|52|Solarum Helm|False|80|Sentinel|1|False|ADDED,None,Armour;ADDED,None,EnduranceThreshold;INCREASED,Fire,Damage|275;15;0.15|275;50;0.5
1|Body Armor|0|Mercenary Armor|False|0|None|1|True|ADDED,None,Armour|20|20
1|Body Armor|1|Leather Coat|False|5|None|1|True|ADDED,None,Armour|25|25
1|Body Armor|2|Iron Armor|False|15|None|1|True|ADDED,None,Armour|50|50
1|Body Armor|3|Red Leather Armor|False|23|None|1|True|ADDED,None,Armour;ADDED,Spell,Damage|32;2|32;7
1|Body Armor|4|Banded Armor|False|27|None|1|True|ADDED,None,Armour|85|85
1|Body Armor|5|Copper Armor|False|41|None|1|True|ADDED,None,Armour;ADDED,None,LightningResistance|114;0.05|114;0.14
1|Body Armor|6|Secutor Armor|False|60|None|1|True|ADDED,None,Armour|220|220
1|Body Armor|7|Fur Armour|False|35|None|1|True|ADDED,None,Armour;ADDED,None,IncreasedHealing|74;0.05|74;0.6
1|Body Armor|8|Outcast Rags|False|0|Acolyte|1|False|ADDED,None,Armour|17|17
1|Body Armor|9|Coven Garb|False|5|Acolyte|1|False|ADDED,None,Armour;ADDED,None,Mana|23;11|23;29
1|Body Armor|10|Witch Robes|False|14|Acolyte|1|False|ADDED,None,Armour;INCREASED,None,CastSpeed|31;0.03|31;0.13
1|Body Armor|11|Ribbed Cuirass|False|31|Acolyte|1|False|ADDED,None,Armour|131|131
1|Body Armor|12|Heretic Robes|False|43|Acolyte|1|False|ADDED,None,Armour;INCREASED,None,ManaRegen|66;0.11|66;0.19
1|Body Armor|13|Burial Plate|False|57|Acolyte|1|False|ADDED,None,Armour;ADDED,None,ColdResistance|157;0.31|157;0.47
1|Body Armor|14|Profane Regalia|False|63|Acolyte|1|False|ADDED,None,Armour;ADDED,None,HealthLeech;ADDED,Minion,HealthLeech|116;0.1;0.1|116;0.2;0.2
1|Body Armor|15|Revenant Plate|False|71|Acolyte|1|False|ADDED,None,Armour;ADDED,None,Endurance|179;0.11|179;0.15
1|Body Armor|16|Traveling Coat|False|0|Mage|1|False|ADDED,None,Armour|24|24
1|Body Armor|17|Adept Robes|False|5|Mage|1|False|ADDED,None,Armour;INCREASED,Elemental,Damage|18;0.06|18;0.18
1|Body Armor|18|Temple Garb|False|18|Mage|1|False|ADDED,None,Armour;INCREASED,None,ManaRegen|42;0.06|42;0.18
1|Body Armor|19|Lunar Raiment|False|27|Mage|1|False|ADDED,None,Armour;ADDED,None,ElementalResistance|70;0.05|70;0.14
1|Body Armor|20|Opulent Robes|False|40|Mage|1|False|ADDED,None,Armour;ADDED,None,Mana;INCREASED,None,CastSpeed|64;12;0.06|64;48;0.1
1|Body Armor|21|Mystic Plate|False|52|Mage|1|False|ADDED,None,Armour;ADDED,None,CritAvoidance|204;0.2|204;0.4
1|Body Armor|22|Vulkaur Regalia|False|64|Mage|1|False|ADDED,None,Armour;ADDED,None,ManaSpentGainedAsWard;ADDED,None,WardRetention|170;0.27;0.12|170;0.7;0.27
1|Body Armor|23|Celestial Raiment|False|73|Mage|1|False|ADDED,None,Armour;ADDED,None,CriticalMultiplier;ADDED,None,FreezeRateMultiplier|145;0.15;0.75|145;0.3;2.15
1|Body Armor|24|Hide Armor|False|0|Primalist|1|False|ADDED,None,Armour|20|20
1|Body Armor|25|Oak Armor|False|4|Primalist|1|False|ADDED,None,Armour|32|32
1|Body Armor|26|Forest Garb|False|16|Primalist|1|False|ADDED,None,Armour;ADDED,None,Attunement|42;1|42;4
1|Body Armor|27|Icewolf Garb|False|30|Primalist|1|False|ADDED,None,Armour;ADDED,None,ColdResistance|78;0.14|78;0.28
1|Body Armor|28|Nomad Garb|False|40|Primalist|1|False|ADDED,None,Armour;ADDED,None,HealthRegen|102;4|102;8
1|Body Armor|29|Kolheim Armor|False|46|Primalist|1|False|ADDED,None,Armour;ADDED,None,PhysicalResistance|180;0.32|180;0.46
1|Body Armor|30|Wild Armor|False|62|Primalist|1|False|ADDED,None,Armour;INCREASED,None,Movespeed|156;0.05|156;0.1
1|Body Armor|31|Greatwood Coat|False|67|Primalist|1|False|ADDED,None,Armour;ADDED,Spell,Damage;ADDED,Spell, Minion,Damage|164;6;6|164;14;14
1|Body Armor|32|Worn Plate|False|0|Sentinel|1|False|ADDED,None,Armour|45|45
1|Body Armor|33|Infantry Hauberk|False|5|Sentinel|1|False|ADDED,None,Armour|65|65
1|Body Armor|34|Iron Plate|False|15|Sentinel|1|False|ADDED,None,Armour;ADDED,None,ColdResistance|100;0.05|100;0.15
1|Body Armor|35|Full Plate|False|28|Sentinel|1|False|ADDED,None,Armour|145|145
1|Body Armor|36|Noble Plate|False|42|Sentinel|1|False|ADDED,None,Armour;ADDED,None,LightningResistance|180;0.1|180;0.25
1|Body Armor|37|Myrmidon Plate|False|60|Sentinel|1|False|ADDED,None,Armour;INCREASED,None,CriticalChance|240;0.2|240;0.6
1|Body Armor|38|Augury Plate|False|70|Sentinel|1|False|ADDED,None,Armour;INCREASED,None,ManaRegen|350;0.1|350;0.25
1|Body Armor|39|Dawn Plate|False|76|Sentinel|1|False|ADDED,None,Armour|550|550
1|Body Armor|40|Solarum Plate|False|80|Sentinel|1|False|ADDED,None,Armour;ADDED,None,Endurance;INCREASED,Fire,Damage|310;0.1;0.15|310;0.15;0.5
1|Body Armor|41|Arcane Regalia|False|77|Mage|1|False|ADDED,None,Armour;INCREASED,None,Mana;INCREASED,None,ManaRegen|196;0.07;0.14|196;0.14;0.35
1|Body Armor|42|Ancestral Garb|False|76|Primalist|1|False|ADDED,None,Armour;INCREASED,None,Health;ADDED,None,IncreasedCooldownRecoverySpeed|172;0.06;0.06|172;0.12;0.12
1|Body Armor|43|Cloth Armour|False|0|Rogue|1|False|ADDED,None,Armour|24|24
1|Body Armor|44|Bandit Garb|False|4|Rogue|1|False|ADDED,None,Armour;INCREASED,Physical,Damage|30;0.1|30;0.18
1|Body Armor|45|Leather Hauberk|False|17|Rogue|1|False|ADDED,None,Armour|52|52
1|Body Armor|46|Outcast Coat|False|26|Rogue|1|False|ADDED,None,Armour;INCREASED,None,ManaRegen|42;0.12|42;0.2
1|Body Armor|47|Boiled Leather|False|38|Rogue|1|False|ADDED,None,Armour;ADDED,None,Endurance|84;0.05|84;0.08
1|Body Armor|48|Scalebane Coat|False|50|Rogue|1|False|ADDED,None,Armour;ADDED,None,PoisonResistance;INCREASED,DoT,Damage|114;0.31;0.31|114;0.43;0.43
1|Body Armor|49|Exile Coat|False|58|Rogue|1|False|ADDED,None,Armour;INCREASED,None,CriticalChance;INCREASED,None,DodgeRating|94;0.14;0.14|94;0.34;0.34
1|Body Armor|50|Brigandine Armour|False|68|Rogue|1|False|ADDED,None,Armour;ADDED,None,PhysicalResistance|204;0.32|204;0.44
1|Body Armor|51|Gorgonscale Coat|False|80|Rogue|1|False|ADDED,None,Armour;ADDED,None,CritAvoidance;ADDED,None,LightningResistance|180;0.25;0.38|180;0.38;0.45
1|Body Armor|52|Immortal Regalia|False|79|Acolyte|1|False|ADDED,None,Armour;ADDED,None,AllResistances;ADDED,Minion,AllResistances|149;0.07;0.07|149;0.13;0.13
2|Belts|0|Mercenary Belt|False|0|None|1|False|ADDED,None,PotionSlots|3|3
2|Belts|1|Leather Belt|False|14|None|1|False|ADDED,None,PotionSlots|4|4
2|Belts|2|Iron Belt|False|19|None|1|False|ADDED,None,Armour;ADDED,None,PotionSlots|50;3|100;3
2|Belts|3|Traveller Belt|False|0|None|1|True|ADDED,None,PotionSlots|2|2
2|Belts|4|Bronze Belt|False|44|None|1|False|ADDED,None,Armour;ADDED,None,PotionSlots|50;4|100;4
2|Belts|5|Secutor Belt|False|60|None|1|False|ADDED,None,PotionSlots|5|5
2|Belts|6|Noble Sash|False|32|None|1|False|ADDED,None,Mana;ADDED,None,PotionSlots|5;3|20;3
3|Boots|0|Hide Boots|False|0|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed|5;0.04|5;0.07
3|Boots|1|Leather Boots|False|8|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed|15;0.07|15;0.09
3|Boots|2|Iron Boots|False|16|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed|35;0.07|35;0.09
3|Boots|3|Outcast Boots|False|23|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed;INCREASED,None,DodgeRating|20;0.1;0.1|20;0.12;0.2
3|Boots|4|Brigandine Boots|False|30|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed|53;0.13|53;0.15
3|Boots|5|Heoborean Boots|False|45|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed;ADDED,None,ColdResistance|30;0.15;0.1|30;0.18;0.4
3|Boots|6|Solarum Greaves|False|67|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed;ADDED,None,FireResistance|90;0.15;0.3|90;0.18;0.45
3|Boots|7|Worn Boots|False|0|None|1|True|INCREASED,None,Movespeed|0.05|0.05
3|Boots|8|Shrine Boots|False|58|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed;INCREASED,None,ReceivedStunDuration|8;0.15;-0.1|8;0.18;-0.2
3|Boots|9|Arcane Boots|False|60|None|1|False|ADDED,None,Armour;INCREASED,None,Movespeed;ADDED,None,WardRetention|8;0.15;0.1|8;0.18;0.15
4|Gloves|0|Hide Gloves|False|0|None|1|False|ADDED,None,Armour|8|8
4|Gloves|1|Leather Gloves|False|6|None|1|False|ADDED,None,Armour;ADDED,None,Mana|10;5|10;10
4|Gloves|2|Mail Bracers|False|15|None|1|False|ADDED,None,Armour|36|36
4|Gloves|3|Outcast Gloves|False|25|None|1|False|ADDED,None,Armour;ADDED,None,NecroticResistance|21;0.13|21;0.28
4|Gloves|4|Noble Gloves|False|31|None|1|False|ADDED,None,Armour;INCREASED,None,CastSpeed|32;0.03|32;0.1
4|Gloves|5|Plated Gauntlets|False|45|None|1|False|ADDED,None,Armour;ADDED,None,Endurance|75;0.05|75;0.15
4|Gloves|6|Solarum Bracers|False|62|None|1|False|ADDED,None,Armour;INCREASED,None,CriticalChance|30;0.15|30;0.4
4|Gloves|7|Crusader Gauntlets|False|64|None|1|False|ADDED,None,Armour;ADDED,None,VoidResistance|80;0.3|80;0.45
4|Gloves|8|Gluttonous Gloves|False|91|None|1|True|ADDED,None,Armour;ADDED,None,Vitality;INCREASED,None,Health|80;5;0.05|80;10;0.1
4|Gloves|9|Serrated Bracers|False|62|None|1|True|ADDED,None,Armour;ADDED,None,IncreasedAilmentDuration;ADDED,None,IncreasedAilmentDuration|45;0.05;0.05|45;0.15;0.15
5|1H Axes|0|Hatchet|True|0|None|1.05|False|ADDED,Melee,Damage|11|11
5|1H Axes|1|Pickaxe|True|6|None|0.98|False|ADDED,Melee,Damage|18|18
5|1H Axes|2|Rusted Cleaver|True|12|None|1.05|False|ADDED,Melee,Damage;ADDED,None,AilmentChance|19;0.13|19;0.19
5|1H Axes|3|Battle Axe|True|24|None|1.05|False|ADDED,Melee,Damage;ADDED,None,AilmentChance|28;0.2|28;0.28
5|1H Axes|4|Sickle|True|35|None|1.09|False|ADDED,Necrotic, Melee,Damage;INCREASED,Necrotic,Damage;INCREASED,Minion,Damage|33;0.23;0.23|33;0.39;0.39
5|1H Axes|5|Wengari Axe|True|46|None|1.09|False|ADDED,Melee,Damage;ADDED,Melee,AilmentChance;ADDED,None,IncreasedAilmentDuration|36;0.36;0.1|36;0.66;0.16
5|1H Axes|6|Crescent Axe|True|51|None|1.05|False|ADDED,Melee,Damage;ADDED,Lightning, Melee,Damage;ADDED,Lightning,Penetration|28;14;0.07|28;28;0.14
5|1H Axes|7|Chitin Claw|True|59|None|1.05|False|ADDED,Melee,Damage;ADDED,Melee,AilmentChance;ADDED,None,IncreasedAilmentDuration|47;0.47;0.1|47;0.74;0.17
5|1H Axes|8|Eagle Wing|True|63|None|1.05|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;INCREASED,None,Movespeed|48;0.03;0.03|48;0.04;0.04
5|1H Axes|9|Soul Harvester|True|66|None|1.09|False|ADDED,Necrotic, Melee,Damage;INCREASED,Necrotic, Melee,Damage;INCREASED,Necrotic, Minion,Damage|46;1;1|46;1.66;1.66
5|1H Axes|10|Shadow Cleaver|True|71|None|0.98|False|ADDED,Melee,Damage;ADDED,Void, Melee,Damage|32;30|32;44
5|1H Axes|11|Dragonbone Axe|True|80|None|1.05|False|ADDED,Melee,Damage;ADDED,Physical, Melee, Minion,Damage;ADDED,None,AilmentChance|51;7;0.7|51;10;1
6|1H Dagger|0|Poignard|True|0|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance|9;0.02|9;0.02
6|1H Dagger|1|Sacrificial Knife|True|12|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance|13;0.02|13;0.02
6|1H Dagger|2|Bone Dagger|True|25|None|1.14|False|ADDED,Melee,Damage;ADDED,None,AilmentChance;ADDED,None,CriticalChance|14;0.2;0.02|14;0.35;0.02
6|1H Dagger|3|Kris|True|27|None|1.1|False|ADDED,Melee,Damage;ADDED,None,CriticalMultiplier|25;0.4|25;0.8
6|1H Dagger|4|Hunting Knife|True|44|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance|33;0.03|33;0.03
6|1H Dagger|5|Moon Dagger|True|51|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;ADDED,Lightning, Melee,Damage|28;0.02;14|28;0.03;21
6|1H Dagger|6|Majasan Dagger|True|55|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance|44;0.04|44;0.04
6|1H Dagger|7|Rune Dagger|True|61|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;ADDED,Spell,Damage|36;0.03;30|36;0.04;40
6|1H Dagger|8|Sai|True|65|None|1.18|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;INCREASED,None,DodgeRating|37;0.02;0.2|37;0.04;0.5
6|1H Dagger|9|Chitin Dagger|True|68|None|1.14|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;ADDED,None,AilmentChance|41;0.04;0.2|41;0.04;0.6
6|1H Dagger|10|Obsidian Dagger|True|71|None|1.1|False|ADDED,Melee,Damage;ADDED,None,CriticalChance;INCREASED,Physical,Damage|43;0.04;0.2|43;0.04;0.8
7|1H Maces|0|Club|True|0|None|0.98|False|ADDED,Melee,Damage|13|13
7|1H Maces|1|Iron Hammer|True|8|None|0.98|False|ADDED,Melee,Damage;INCREASED,Physical,Damage|20;0.2|20;0.3
7|1H Maces|2|Flanged Mace|True|18|None|0.98|False|ADDED,Melee,Damage;ADDED,None,IncreasedStunChance|30;0.3|30;0.48
7|1H Maces|3|Morning Star|True|29|None|0.98|False|ADDED,Melee,Damage;INCREASED,Physical,Damage|42;0.22|42;0.42
7|1H Maces|4|Pick Hammer|True|37|None|0.94|False|ADDED,Melee,Damage|52|52
7|1H Maces|5|Ebertusk Club|True|45|None|0.98|False|ADDED,Melee,Damage;ADDED,None,IncreasedStunChance|53;0.53|53;0.75
7|1H Maces|6|Urchin Star|True|50|None|0.98|False|ADDED,Melee,Damage;ADDED,Physical,Penetration|55;0.05|55;0.09
7|1H Maces|7|Serpent Mace|True|54|None|0.98|False|ADDED,Melee,Damage;INCREASED,Poison,Damage;ADDED,None,PoisonResistance|53;0.53;0.35|53;0.93;0.43
7|1H Maces|8|Solarum Hammer|True|62|None|0.98|False|ADDED,Melee,Damage;ADDED,None,IncreasedStunChance;ADDED,Fire,Penetration|60;0.6;0.06|60;0.9;0.12
7|1H Maces|9|Doom Star|True|70|None|0.98|False|ADDED,Melee,Damage;ADDED,Melee,CriticalMultiplier|59;0.5|59;0.9
7|1H Maces|10|Rune Hammer|True|78|None|0.94|False|ADDED,Melee,Damage;ADDED,None,IncreasedStunChance;ADDED,Lightning,LevelOfSkills|64;0.8;1|64;1.28;1
8|1H Scepter|0|Brass Sceptre|True|0|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage|10;3|10;3
8|1H Scepter|1|Ice Sceptre|True|43|None|0.98|False|ADDED,Cold, Melee,Damage;ADDED,Cold, Spell,Damage;ADDED,None,FreezeRateMultiplier|43;43;0.43|43;43;1.43
8|1H Scepter|2|Ornate Sceptre|True|35|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage;INCREASED,Elemental,Damage|25;25;0.25|25;30;0.6
8|1H Scepter|3|Cultist Sceptre|True|11|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage|16;6|16;10
8|1H Scepter|4|Oak Sceptre|True|21|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage;INCREASED,Minion,Damage|21;10;0.15|21;17;0.35
8|1H Scepter|5|Auric Sceptre|True|52|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage|38;38|38;48
8|1H Scepter|6|Argent Sceptre|True|63|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage;INCREASED,DoT,Damage|50;48;0.5|50;58;0.8
8|1H Scepter|7|Acolyte Sceptre|True|0|None|0.98|True|ADDED,Melee,Damage;ADDED,Spell,Damage|9;2|9;2
8|1H Scepter|8|Obsidian Sceptre|True|75|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage|55;55|55;65
8|1H Scepter|9|Skeletal Sceptre|True|67|None|0.98|False|ADDED,Melee,Damage;ADDED,Spell,Damage;INCREASED,Minion,Damage|47;53;0.25|47;59;0.65
9|1H Swords|0|Broken Sword|True|5|None|1.1|False|ADDED,Melee,Damage|14|14
9|1H Swords|1|Broadsword|True|20|None|1.16|False|ADDED,Melee,Damage|22|22
9|1H Swords|2|Rust Blade|True|39|None|1.2|False|ADDED,Melee,Damage;ADDED,None,AilmentChance|31;0.15|31;0.35
9|1H Swords|3|Gladius|True|0|None|1.12|False|ADDED,Melee,Damage|10|10
9|1H Swords|4|Cultist Blade|True|15|None|1.2|False|ADDED,Melee,Damage;ADDED,Void, Melee,Damage|11;3|11;9
9|1H Swords|5|Falchion|True|30|None|1.2|False|ADDED,Melee,Damage|27|27
9|1H Swords|6|Longsword|True|50|None|1.08|False|ADDED,Melee,Damage|50|50
9|1H Swords|7|Nagasa Scymitar|True|54|None|1.24|False|ADDED,Melee,Damage;INCREASED,DoT,Damage|36;0.26|36;0.56
9|1H Swords|8|Crystal Sword|True|64|None|1.16|False|ADDED,Melee,Damage;INCREASED,Elemental, Melee,Damage;INCREASED,Elemental, Melee,AttackSpeed|40;0.4;0.1|40;1;0.16
9|1H Swords|9|Katana|True|70|None|1.2|False|ADDED,Melee,Damage;ADDED,None,CriticalMultiplier|38;0.38|38;0.6
9|1H Swords|10|Dawn Blade|True|75|None|1.2|False|ADDED,Melee,Damage|48|48
10|Wands|0|Coral Wand|True|51|None|1.02|False|ADDED,Lightning, Spell,Damage;ADDED,Spell,AilmentChance;ADDED,Spell,ManaCost|41;0.15;-3|51;0.51;-3
10|Wands|1|Rowan Wand|True|0|None|1.02|False|ADDED,Spell,Damage;ADDED,Spell,ManaCost|3;-3|3;-3
10|Wands|2|Archivist Wand|True|5|None|1.02|False|ADDED,Spell,Damage;ADDED,Spell,ManaCost|4;-3|6;-3
10|Wands|3|Ornate Wand|True|55|None|1.02|False|ADDED,Spell,Damage;ADDED,Spell,AilmentChance;ADDED,Spell,ManaCost|44;0.15;-3|51;0.51;-3
10|Wands|4|Spriggan Branch|True|47|None|1.02|False|ADDED,Spell,Damage;INCREASED,None,HealthRegen;ADDED,Spell,ManaCost|36;0.4;-3|44;0.8;-3
10|Wands|5|Ritual Stake|True|14|None|1.02|False|ADDED,Void, Spell,Damage;INCREASED,DoT,Damage;ADDED,Spell,ManaCost|8;0.13;-3|13;0.19;-3
10|Wands|6|Ivory Wand|True|31|None|1.02|False|ADDED,Spell,Damage;ADDED,None,WardRetention;ADDED,Spell,ManaCost|20;0.2;-3|26;0.3;-3
10|Wands|7|Birch Wand|True|20|None|1.02|False|ADDED,Spell,Damage;ADDED,None,Mana;ADDED,Spell,ManaCost|12;20;-3|16;30;-3
10|Wands|8|Profane Wand|True|67|None|1.02|False|ADDED,Necrotic, Spell,Damage;INCREASED,Curse,Damage;ADDED,Spell,ManaCost|56;0.56;-3|66;0.66;-3
10|Wands|9|Crystal Wand|True|60|None|1.02|False|ADDED,Spell,Damage;ADDED,None,Mana;ADDED,Spell,ManaCost|50;50;-3|60;60;-3
